scaffold_702680.1	C000003
scaffold_703993.1	C000003
scaffold_803365.1	C000003
fgenesh1_pm.C_scaffold_7000778	C000003
fgenesh2_kg.4__2516__AT2G43480.1	C000003
fgenesh2_kg.4__400__AT2G24800.1	C000003
fgenesh2_kg.6__2231__AT5G22410.1	C000003
fgenesh2_kg.6__2398__AT5G24070.1	C000003
scaffold_701705.1	C000003
fgenesh2_kg.5__595__AT3G28200.1	C000003
fgenesh2_kg.8__96__AT5G47000.1	C000003
scaffold_102750.1	C000003
fgenesh1_pg.C_scaffold_6002453	C000003
scaffold_300350.1	C000003
scaffold_302005.1	C000003
Al_scaffold_0001_1886	C000004
Al_scaffold_0001_2941	C000004
Al_scaffold_0001_685	C000004
Al_scaffold_0003_1238	C000004
Al_scaffold_0003_2934	C000004
Al_scaffold_0004_1871	C000004
Al_scaffold_0006_259	C000004
fgenesh1_pm.C_scaffold_6000800	C000004
fgenesh1_pm.C_scaffold_7002039	C000004
fgenesh2_kg.1__110__AT1G01200.1	C000004
fgenesh2_kg.1__1848__AT1G16920.1	C000004
fgenesh2_kg.1__3739__AT1G43890.3	C000004
fgenesh2_kg.2__1630__AT1G73640.1	C000004
fgenesh2_kg.3__1015__AT3G09900.1	C000004
fgenesh2_kg.3__1016__AT3G09910.1	C000004
fgenesh2_kg.3__1220__AT3G11730.1	C000004
fgenesh2_kg.3__1636__AT3G15060.1	C000004
fgenesh2_kg.5__1047__AT3G46830.1	C000004
fgenesh2_kg.5__1739__AT3G53610.1	C000004
fgenesh2_kg.5__977__AT3G46060.1	C000004
fgenesh2_kg.7__219__AT4G39990.1	C000004
fgenesh2_kg.7__2337__AT4G19640.1	C000004
fgenesh2_kg.7__2412__AT4G18800.1	C000004
fgenesh2_kg.7__2451__AT4G18430.1	C000004
fgenesh2_kg.7__2593__AT4G17170.1	C000004
fgenesh2_kg.7__486__AT4G35860.1	C000004
fgenesh2_kg.8__1936__AT5G59840.1	C000004
fgenesh2_kg.8__225__AT5G45750.1	C000004
fgenesh2_kg.8__282__AT5G45130.1	C000004
fgenesh2_kg.8__36__AT5G47520.1	C000004
fgenesh2_kg.8__669__AT5G47960.1	C000004
fgenesh2_kg.8__74__AT5G47200.1	C000004
scaffold_100013.1	C000004
scaffold_100568.1	C000004
scaffold_100636.1	C000004
scaffold_101002.1	C000004
scaffold_300874.1	C000004
scaffold_401702.1	C000004
scaffold_403195.1	C000004
scaffold_604311.1	C000004
scaffold_702702.1	C000004
scaffold_802538.1	C000004
scaffold_802725.1	C000004
scaffold_803258.1	C000004
Al_scaffold_0001_2383	C000004
Al_scaffold_0007_3754	C000004
fgenesh2_kg.1__4298__AT1G52280.1	C000004
fgenesh2_kg.3__1765__AT3G16100.1	C000004
fgenesh2_kg.4__112__AT2G21880.1	C000004
fgenesh2_kg.6__2957__AT4G09720.1	C000004
scaffold_302228.1	C000004
Al_scaffold_0005_2388	C000004
fgenesh2_kg.6__262__AT5G03520.2	C000004
fgenesh2_kg.6__986__AT5G10260.1	C000004
scaffold_700219.1	C000004
scaffold_403388.1	C000004
Al_scaffold_0004_171	C000004
fgenesh2_kg.8__2535__AT5G64990.1	C000004
Al_scaffold_0001_3923	C000005
Al_scaffold_0005_1191	C000005
Al_scaffold_0007_3284	C000005
Al_scaffold_0008_752	C000005
scaffold_800550.1	C000005
Al_scaffold_0001_5137	C000005
Al_scaffold_0001_5201	C000005
Al_scaffold_0001_5256	C000005
Al_scaffold_0001_5260	C000005
Al_scaffold_0002_102	C000005
Al_scaffold_0002_103	C000005
Al_scaffold_0002_105	C000005
Al_scaffold_0002_1132	C000005
Al_scaffold_0002_117	C000005
Al_scaffold_0002_356	C000005
Al_scaffold_0002_556	C000005
Al_scaffold_0002_821	C000005
Al_scaffold_0004_1187	C000005
Al_scaffold_0005_1195	C000005
Al_scaffold_0005_1196	C000005
Al_scaffold_0005_881	C000005
Al_scaffold_0006_1036	C000005
Al_scaffold_0006_1710	C000005
Al_scaffold_0006_1753	C000005
Al_scaffold_0007_3474	C000005
Al_scaffold_0007_3494	C000005
Al_scaffold_0007_3558	C000005
Al_scaffold_0007_3559	C000005
Al_scaffold_0007_3913	C000005
Al_scaffold_0007_3916	C000005
Al_scaffold_0007_3919	C000005
Al_scaffold_0007_3922	C000005
Al_scaffold_0008_174	C000005
Al_scaffold_0008_176	C000005
Al_scaffold_0008_806	C000005
fgenesh2_kg.1__4766__AT1G56540.1	C000005
fgenesh2_kg.2__106__AT1G63740.1	C000005
fgenesh2_kg.3__3266__AT2G16870.1	C000005
fgenesh2_kg.6__2885__AT4G08450.1	C000005
fgenesh2_kg.8__141__AT5G46470.1	C000005
Al_scaffold_0001_5193	C000005
Al_scaffold_0003_967	C000005
Al_scaffold_0005_801	C000005
Al_scaffold_0008_167	C000005
fgenesh2_kg.8__162__AT5G46260.1	C000005
Al_scaffold_0007_2515	C000005
Al_scaffold_0008_175	C000005
Al_scaffold_0007_3496	C000005
Al_scaffold_0001_200	C000006
Al_scaffold_0002_526	C000006
fgenesh1_pm.C_scaffold_1002939	C000006
fgenesh1_pm.C_scaffold_2000344	C000006
fgenesh1_pm.C_scaffold_2000354	C000006
fgenesh1_pm.C_scaffold_6001321	C000006
fgenesh2_kg.1__2707__AT1G26560.1	C000006
fgenesh2_kg.3__1996__AT3G18070.1	C000006
fgenesh2_kg.3__1998__AT3G18080.1	C000006
fgenesh2_kg.4__2633__AT2G44480.1	C000006
fgenesh2_kg.5__2471__AT3G60130.1	C000006
fgenesh2_kg.5__2766__AT4G27830.1	C000006
fgenesh2_kg.5__2767__AT3G62750.1	C000006
fgenesh2_kg.7__1432__AT4G27830.1	C000006
fgenesh2_kg.7__2097__AT4G22100.1	C000006
fgenesh2_kg.8__336__AT5G44640.1	C000006
scaffold_403368.1	C000006
scaffold_503554.1	C000006
Al_scaffold_0001_4538	C000006
Al_scaffold_0004_3121	C000006
Al_scaffold_0006_2354	C000006
fgenesh2_kg.1__4175__AT1G47600.1	C000006
fgenesh2_kg.1__4213__AT1G47600.1	C000006
fgenesh2_kg.1__4318__AT1G52400.1	C000006
fgenesh2_kg.2__277__AT1G61820.1	C000006
fgenesh2_kg.2__862__AT1G66280.1	C000006
fgenesh2_kg.3__309__AT3G03640.1	C000006
fgenesh2_kg.3__942__AT3G09260.1	C000006
fgenesh2_kg.4__2632__AT2G44470.3	C000006
fgenesh2_kg.4__474__AT2G25630.1	C000006
fgenesh2_kg.5__2469__AT3G60120.1	C000006
fgenesh2_kg.5__2473__AT3G60140.1	C000006
fgenesh2_kg.6__2580__AT5G26000.1	C000006
fgenesh2_kg.7__2132__AT4G21760.1	C000006
fgenesh2_kg.7__3118__AT5G36890.1	C000006
fgenesh2_kg.8__1352__AT5G54570.1	C000006
scaffold_104182.1	C000006
scaffold_302551.1	C000006
scaffold_401852.1	C000006
scaffold_403369.1	C000006
scaffold_403374.1	C000006
scaffold_601832.1	C000006
scaffold_801134.1	C000006
Al_scaffold_0003_2134	C000006
fgenesh2_kg.2__278__AT1G61810.1	C000006
fgenesh1_pg.C_scaffold_1002768	C000007
fgenesh1_pg.C_scaffold_1002774	C000007
fgenesh1_pg.C_scaffold_1002781	C000007
fgenesh1_pg.C_scaffold_1002792	C000007
fgenesh1_pg.C_scaffold_1002797	C000007
fgenesh1_pg.C_scaffold_1002798	C000007
fgenesh1_pg.C_scaffold_1002802	C000007
fgenesh1_pg.C_scaffold_2001046	C000007
fgenesh1_pg.C_scaffold_3002781	C000007
fgenesh2_kg.5__2200__AT3G57590.1	C000007
scaffold_103464.1	C000007
scaffold_103467.1	C000007
scaffold_103473.1	C000007
scaffold_103489.1	C000007
scaffold_103490.1	C000007
scaffold_103494.1	C000007
scaffold_103495.1	C000007
scaffold_103496.1	C000007
scaffold_103498.1	C000007
scaffold_103499.1	C000007
scaffold_103575.1	C000007
scaffold_103576.1	C000007
scaffold_103577.1	C000007
scaffold_104305.1	C000007
scaffold_303762.1	C000007
scaffold_304249.1	C000007
scaffold_400482.1	C000007
scaffold_401229.1	C000007
scaffold_500258.1	C000007
scaffold_501367.1	C000007
scaffold_502843.1	C000007
scaffold_103491.1	C000007
scaffold_500256.1	C000007
fgenesh1_pg.C_scaffold_4000215	C000007
scaffold_104302.1	C000007
scaffold_400481.1	C000007
fgenesh1_pg.C_scaffold_4000026	C000007
fgenesh1_pg.C_scaffold_5000175	C000007
fgenesh2_kg.1__3838__AT1G47340.1	C000007
scaffold_304248.1	C000007
scaffold_500254.1	C000007
fgenesh2_kg.1__3436__AT1G33020.1	C000007
fgenesh1_pm.C_scaffold_5001071	C000007
fgenesh2_kg.8__1148__AT5G52620.1	C000007
fgenesh1_pg.C_scaffold_1003375	C000008
fgenesh1_pg.C_scaffold_2000470	C000008
fgenesh1_pm.C_scaffold_2000326	C000008
fgenesh1_pm.C_scaffold_3000537	C000008
fgenesh1_pm.C_scaffold_3000700	C000008
fgenesh1_pm.C_scaffold_7000135	C000008
fgenesh1_pm.C_scaffold_7002819	C000008
fgenesh1_pm.C_scaffold_7002827	C000008
fgenesh1_pm.C_scaffold_7002828	C000008
fgenesh1_pm.C_scaffold_8000741	C000008
fgenesh2_kg.4__120__AT2G21950.1	C000008
fgenesh2_kg.7__167__AT4G39550.1	C000008
fgenesh2_kg.7__1685__AT4G25710.1	C000008
fgenesh2_kg.7__170__AT4G39570.1	C000008
fgenesh2_kg.7__172__AT4G39590.1	C000008
fgenesh2_kg.8__777__AT5G49000.2	C000008
scaffold_102775.1	C000008
scaffold_104232.1	C000008
scaffold_104236.1	C000008
scaffold_301127.1	C000008
scaffold_301358.1	C000008
scaffold_301893.1	C000008
scaffold_502003.1	C000008
scaffold_603716.1	C000008
scaffold_603717.1	C000008
scaffold_700164.1	C000008
scaffold_700177.1	C000008
scaffold_800616.1	C000008
scaffold_801244.1	C000008
scaffold_801751.1	C000008
fgenesh1_pm.C_scaffold_1003657	C000008
fgenesh1_pm.C_scaffold_2000255	C000008
fgenesh2_kg.3__1017__AT3G09915.1	C000008
fgenesh2_kg.7__855__AT3G43710.1	C000008
scaffold_201822.1	C000008
scaffold_702413.1	C000008
fgenesh1_pg.C_scaffold_7001929	C000008
fgenesh1_pm.C_scaffold_6002530	C000008
scaffold_603586.1	C000008
fgenesh1_pm.C_scaffold_3002905	C000008
scaffold_801243.1	C000008
scaffold_301066.1	C000008
fgenesh1_pm.C_scaffold_7000106	C000008
Al_scaffold_0001_3116	C000009
Al_scaffold_0001_3193	C000009
Al_scaffold_0001_3653	C000009
Al_scaffold_0001_4179	C000009
Al_scaffold_0001_4577	C000009
Al_scaffold_0002_1127	C000009
Al_scaffold_0002_1246	C000009
Al_scaffold_0002_1308	C000009
Al_scaffold_0002_494	C000009
Al_scaffold_0002_885	C000009
Al_scaffold_0003_2190	C000009
Al_scaffold_0003_2610	C000009
Al_scaffold_0003_2871	C000009
Al_scaffold_0003_3758	C000009
Al_scaffold_0004_1030	C000009
Al_scaffold_0005_1816	C000009
Al_scaffold_0005_231	C000009
Al_scaffold_0005_664	C000009
Al_scaffold_0005_725	C000009
Al_scaffold_0005_902	C000009
Al_scaffold_0006_1973	C000009
Al_scaffold_0006_2203	C000009
Al_scaffold_0006_2942	C000009
Al_scaffold_0007_162	C000009
Al_scaffold_0007_3404	C000009
Al_scaffold_0007_458	C000009
Al_scaffold_0008_1053	C000009
Al_scaffold_0008_1309	C000009
Al_scaffold_0008_683	C000009
Al_scaffold_0008_770	C000009
Al_scaffold_0008_843	C000009
fgenesh1_pg.C_scaffold_1003218	C000009
fgenesh1_pg.C_scaffold_1003293	C000009
fgenesh1_pg.C_scaffold_2000620	C000009
fgenesh1_pg.C_scaffold_2000832	C000009
fgenesh1_pg.C_scaffold_2000848	C000009
fgenesh1_pg.C_scaffold_2000885	C000009
fgenesh1_pg.C_scaffold_5001127	C000009
fgenesh1_pg.C_scaffold_7003126	C000009
fgenesh1_pg.C_scaffold_8000755	C000009
fgenesh1_pg.C_scaffold_8000989	C000009
Al_scaffold_0004_791	C000009
Al_scaffold_0001_3687	C000010
Al_scaffold_0002_329	C000010
Al_scaffold_0003_2842	C000010
Al_scaffold_0003_3749	C000010
Al_scaffold_0007_15	C000010
fgenesh1_pg.C_scaffold_4001663	C000010
fgenesh1_pg.C_scaffold_4002010	C000010
fgenesh1_pg.C_scaffold_6002983	C000010
fgenesh1_pg.C_scaffold_7001740	C000010
fgenesh1_pm.C_scaffold_6001554	C000010
fgenesh1_pm.C_scaffold_7000373	C000010
fgenesh2_kg.1__4047__AT1G49580.1	C000010
fgenesh2_kg.1__4156__AT1G50700.1	C000010
fgenesh2_kg.2__1741__AT1G74740.1	C000010
fgenesh2_kg.3__1101__AT3G10660.1	C000010
fgenesh2_kg.3__3315__AT2G17290.1	C000010
fgenesh2_kg.4__2329__AT2G41860.2	C000010
fgenesh2_kg.5__1393__AT3G50530.1	C000010
fgenesh2_kg.5__1532__AT3G51850.1	C000010
fgenesh2_kg.6__1194__AT5G12180.1	C000010
fgenesh2_kg.6__1231__AT5G12480.1	C000010
fgenesh2_kg.6__1969__AT5G19450.2	C000010
fgenesh2_kg.6__2943__AT4G09570.1	C000010
fgenesh2_kg.6__3243__AT4G04710.1	C000010
fgenesh2_kg.6__3244__AT4G04720.1	C000010
fgenesh2_kg.7__1936__AT4G23650.1	C000010
fgenesh2_kg.7__549__AT4G35310.1	C000010
fgenesh2_kg.8__2805__AT5G66210.2	C000010
scaffold_102114.1	C000010
scaffold_302426.1	C000010
scaffold_401686.1	C000010
scaffold_502926.1	C000010
scaffold_600433.1	C000010
scaffold_602431.1	C000010
scaffold_603789.1	C000010
scaffold_702198.1	C000010
fgenesh2_kg.4__2242__AT2G41140.1	C000010
fgenesh2_kg.5__2107__AT3G56760.1	C000010
fgenesh2_kg.4__2894__AT2G46700.1	C000010
fgenesh2_kg.5__1288__AT3G49370.1	C000010
scaffold_302254.1	C000010
scaffold_602539.1	C000010
Al_scaffold_0001_2437	C000011
Al_scaffold_0004_3205	C000011
Al_scaffold_0006_3768	C000011
Al_scaffold_0006_4004	C000011
Al_scaffold_0007_755	C000011
fgenesh1_pg.C_scaffold_3000970	C000011
fgenesh1_pg.C_scaffold_8001177	C000011
fgenesh1_pm.C_scaffold_1003477	C000011
fgenesh1_pm.C_scaffold_3001234	C000011
fgenesh2_kg.1__1247__AT1G11580.1	C000011
fgenesh2_kg.3__1548__AT3G14310.1	C000011
fgenesh2_kg.3__553__AT3G05620.1	C000011
fgenesh2_kg.3__703__AT3G06830.1	C000011
fgenesh2_kg.4__2467__AT2G43050.1	C000011
fgenesh2_kg.4__2996__AT2G47550.1	C000011
fgenesh2_kg.5__1272__AT3G49220.1	C000011
fgenesh2_kg.5__2537__AT3G60730.1	C000011
fgenesh2_kg.6__3472__AT4G02330.1	C000011
fgenesh2_kg.6__417__AT5G04960.1	C000011
fgenesh2_kg.8__1225__AT5G53370.1	C000011
fgenesh2_kg.8__795__AT5G49180.1	C000011
scaffold_105227.1	C000011
scaffold_300618.1	C000011
scaffold_501129.1	C000011
scaffold_503103.1	C000011
scaffold_604046.1	C000011
Al_scaffold_0001_4280	C000011
Al_scaffold_0001_4289	C000011
Al_scaffold_0001_4453	C000011
scaffold_303908.1	C000011
fgenesh2_kg.4__561__AT2G26440.1	C000011
fgenesh1_pg.C_scaffold_7000670	C000011
fgenesh1_pm.C_scaffold_4000491	C000011
fgenesh1_pm.C_scaffold_6001687	C000011
fgenesh2_kg.3__1108__AT3G10720.2	C000011
scaffold_501667.1	C000011
fgenesh2_kg.6__418__AT5G04970.1	C000011
scaffold_602847.1	C000011
fgenesh1_pg.C_scaffold_1000172	C000011
fgenesh2_kg.3__552__AT3G05610.1	C000011
Al_scaffold_0006_3464	C000012
scaffold_102561.1	C000012
scaffold_103158.1	C000012
scaffold_104642.1	C000012
scaffold_200062.1	C000012
scaffold_200726.1	C000012
scaffold_201868.1	C000012
scaffold_202664.1	C000012
scaffold_300201.1	C000012
scaffold_301363.1	C000012
scaffold_301665.1	C000012
scaffold_303055.1	C000012
scaffold_304238.1	C000012
scaffold_304316.1	C000012
scaffold_400280.1	C000012
scaffold_401290.1	C000012
scaffold_500393.1	C000012
scaffold_500594.1	C000012
scaffold_501504.1	C000012
scaffold_501505.1	C000012
scaffold_502433.1	C000012
scaffold_502943.1	C000012
scaffold_503212.1	C000012
scaffold_601301.1	C000012
scaffold_601429.1	C000012
scaffold_601760.1	C000012
scaffold_601994.1	C000012
scaffold_602307.1	C000012
scaffold_602727.1	C000012
scaffold_603577.1	C000012
scaffold_700480.1	C000012
scaffold_700558.1	C000012
scaffold_701553.1	C000012
scaffold_702064.1	C000012
scaffold_702174.1	C000012
scaffold_703124.1	C000012
scaffold_703532.1	C000012
scaffold_800081.1	C000012
scaffold_801199.1	C000012
scaffold_802153.1	C000012
Al_scaffold_0001_1133	C000013
Al_scaffold_0001_1139	C000013
Al_scaffold_0001_1145	C000013
Al_scaffold_0002_1120	C000013
Al_scaffold_0002_372	C000013
Al_scaffold_0002_381	C000013
Al_scaffold_0002_384	C000013
Al_scaffold_0002_385	C000013
Al_scaffold_0002_393	C000013
Al_scaffold_0002_394	C000013
Al_scaffold_0002_396	C000013
Al_scaffold_0006_3384	C000013
fgenesh2_kg.1__1218__AT1G11280.2	C000013
fgenesh2_kg.1__1223__AT1G11330.1	C000013
fgenesh2_kg.1__1225__AT1G11350.1	C000013
fgenesh2_kg.2__307__AT1G61490.1	C000013
fgenesh2_kg.2__308__AT1G61460.1	C000013
fgenesh2_kg.2__311__AT1G61420.1	C000013
fgenesh2_kg.2__315__AT1G61380.1	C000013
fgenesh2_kg.2__317__AT1G61360.1	C000013
scaffold_200445.1	C000013
scaffold_702280.1	C000013
scaffold_702281.1	C000013
Al_scaffold_0007_1412	C000013
Al_scaffold_0007_2039	C000013
fgenesh2_kg.1__1224__AT1G11340.1	C000013
fgenesh2_kg.1__1233__AT1G11410.1	C000013
fgenesh2_kg.2__816__AT1G65790.1	C000013
fgenesh2_kg.6__3371__AT4G03230.1	C000013
fgenesh2_kg.7__1501__AT4G27300.1	C000013
Al_scaffold_0004_3412	C000013
Al_scaffold_0007_230	C000013
Al_scaffold_0007_3719	C000013
fgenesh1_pm.C_scaffold_5001199	C000013
Al_scaffold_0007_3777	C000013
Al_scaffold_0007_3790	C000013
scaffold_302018.1	C000014
scaffold_401266.1	C000014
Al_scaffold_0008_64	C000014
fgenesh1_pm.C_scaffold_3001506	C000014
fgenesh1_pm.C_scaffold_4000592	C000014
fgenesh2_kg.3__1934__AT3G17570.1	C000014
fgenesh2_kg.3__2827__AT2G04920.1	C000014
scaffold_302718.1	C000014
scaffold_303136.1	C000014
Al_scaffold_0003_1818	C000014
Al_scaffold_0004_457	C000014
fgenesh2_kg.3__1930__AT3G17530.1	C000014
fgenesh2_kg.3__1931__AT3G17540.1	C000014
scaffold_303134.1	C000014
scaffold_303295.1	C000014
scaffold_401261.1	C000014
Al_scaffold_0003_3703	C000014
fgenesh1_pg.C_scaffold_3002173	C000014
fgenesh1_pm.C_scaffold_3002011	C000014
scaffold_302674.1	C000014
scaffold_303274.1	C000014
scaffold_301217.1	C000014
fgenesh1_pm.C_scaffold_3001611	C000014
fgenesh1_pm.C_scaffold_3001612	C000014
fgenesh1_pm.C_scaffold_4000678	C000014
fgenesh2_kg.3__2035__AT2G07130.1	C000014
scaffold_302289.1	C000014
scaffold_303138.1	C000014
scaffold_303285.1	C000014
scaffold_303294.1	C000014
scaffold_304077.1	C000014
fgenesh2_kg.3__1903__AT3G17270.1	C000014
