Al_scaffold_0001_1125	AT1G11210.1	91.935	310	23	2	1	310	1	308	0.0	521
Al_scaffold_0001_1131	AT1G11270.1	43.956	273	132	5	31	288	13	279	3.15e-72	225
Al_scaffold_0001_1132	AT1G11270.3	63.750	160	51	5	2	160	23	176	1.75e-58	183
Al_scaffold_0001_1133	AT1G61360.1	75.184	814	192	8	8	818	6	812	0.0	1224
Al_scaffold_0001_1139	AT1G11300.1	96.829	820	26	0	1	820	1	820	0.0	1637
Al_scaffold_0001_114	AT1G01180.1	92.880	309	19	1	1	309	1	306	0.0	594
Al_scaffold_0001_1145	AT1G11350.1	75.212	827	189	6	13	833	14	830	0.0	1268
Al_scaffold_0001_1146	AT1G11360.2	96.694	242	8	0	1	242	1	242	2.03e-176	486
Al_scaffold_0001_1151	AT1G11420.1	73.312	622	136	9	1	610	1	604	0.0	876
Al_scaffold_0001_1171	AT1G61800.1	80.366	382	63	3	13	389	14	388	0.0	602
Al_scaffold_0001_1186	AT1G11730.1	91.184	397	22	2	1	397	1	384	0.0	726
Al_scaffold_0001_1189	AT1G11755.1	94.466	253	14	0	143	395	1	253	1.71e-176	493
Al_scaffold_0001_1195	AT1G11820.3	97.840	463	10	0	1	463	1	463	0.0	940
Al_scaffold_0001_1209	AT1G11270.1	62.258	310	112	4	1	306	1	309	2.02e-130	377
Al_scaffold_0001_1215	AT1G12010.1	95.625	320	14	0	1	320	1	320	0.0	635
Al_scaffold_0001_1216	AT2G21060.1	64.706	51	17	1	22	71	32	82	1.24e-14	67.0
Al_scaffold_0001_1231	AT1G12130.1	90.150	467	45	1	1	466	1	467	0.0	860
Al_scaffold_0001_1233	AT1G12150.2	96.350	548	20	0	1	548	1	548	0.0	1038
Al_scaffold_0001_1236	AT1G12180.1	68.908	119	35	1	1	117	1	119	6.96e-57	172
Al_scaffold_0001_1245	AT1G12270.1	89.655	116	12	0	2	117	5	120	3.38e-68	216
Al_scaffold_0001_1245	AT1G12270.1	37.864	103	64	0	5	107	389	491	1.19e-18	81.6
Al_scaffold_0001_1245	AT1G12270.1	27.619	105	72	2	6	109	251	352	8.67e-06	44.7
Al_scaffold_0001_125	AT1G01080.1	88.294	299	28	2	1	298	1	293	1.87e-167	466
Al_scaffold_0001_1253	AT1G12350.2	96.215	317	12	0	1	317	1	317	0.0	634
Al_scaffold_0001_1268	AT1G09650.1	73.913	115	23	2	37	149	167	276	7.20e-57	183
Al_scaffold_0001_1271	AT1G12530.1	83.333	192	21	1	1	181	2	193	1.89e-112	318
Al_scaffold_0001_1275	AT1G12570.1	96.678	572	19	0	1	572	1	572	0.0	1151
Al_scaffold_0001_128	AT1G01050.1	100.000	212	0	0	1	212	1	212	9.25e-159	437
Al_scaffold_0001_1280	AT1G12640.1	94.530	457	15	1	1	447	6	462	0.0	888
Al_scaffold_0001_1283	AT1G12800.1	75.646	735	70	7	24	656	21	748	0.0	1005
Al_scaffold_0001_1290	AT1G12660.1	87.805	123	13	1	1	123	1	121	2.47e-73	214
Al_scaffold_0001_1291	AT1G12663.1	87.719	114	13	1	1	114	1	113	1.57e-68	201
Al_scaffold_0001_1293	AT1G12663.1	41.228	114	38	2	8	94	1	112	3.11e-19	76.3
Al_scaffold_0001_1302	AT1G12820.1	93.243	148	10	0	1	148	1	148	8.61e-96	288
Al_scaffold_0001_1304	AT1G10520.1	95.385	325	14	1	6	330	206	529	0.0	647
Al_scaffold_0001_1306	AT1G12800.1	84.797	296	21	3	1	282	315	600	2.11e-160	465
Al_scaffold_0001_1307	AT3G20000.1	48.318	327	123	8	1	299	1	309	5.22e-90	270
Al_scaffold_0001_1314	AT1G23201.1	31.707	164	88	6	1	144	1	160	8.81e-17	74.3
Al_scaffold_0001_132	AT1G01355.1	68.889	45	14	0	24	68	11	55	3.41e-17	72.4
Al_scaffold_0001_1326	AT1G12860.1	90.393	458	28	6	1	450	1	450	0.0	789
Al_scaffold_0001_1327	AT1G12870.1	56.688	157	56	4	7	158	29	178	5.82e-50	166
Al_scaffold_0001_1347	AT1G13060.1	91.781	73	6	0	41	113	202	274	5.64e-42	139
Al_scaffold_0001_135	AT3G04430.1	94.388	196	11	0	1	196	1	196	3.09e-126	354
Al_scaffold_0001_1368	AT1G59970.1	86.264	182	14	1	4	174	106	287	1.10e-110	320
Al_scaffold_0001_137	AT1G02230.1	80.663	362	65	4	1	360	1	359	0.0	550
Al_scaffold_0001_1373	AT3G18210.2	54.894	235	90	4	8	228	114	346	3.59e-84	257
Al_scaffold_0001_1374	AT3G51610.1	91.566	83	7	0	1	83	1	83	2.40e-50	158
Al_scaffold_0001_1376	AT1G13310.1	88.235	374	41	1	1	371	1	374	0.0	655
Al_scaffold_0001_1391	AT1G12855.1	54.620	368	134	11	32	380	109	462	3.88e-118	351
Al_scaffold_0001_1393	AT1G13510.1	84.239	368	45	2	1	355	1	368	0.0	631
Al_scaffold_0001_1393	AT1G13510.1	55.046	327	140	5	357	682	60	380	1.26e-113	347
Al_scaffold_0001_1402	AT1G13605.1	78.641	103	22	0	1	103	1	103	4.42e-56	169
Al_scaffold_0001_1407	AT1G13630.2	88.889	801	89	0	3	803	26	826	0.0	1465
Al_scaffold_0001_1413	AT1G11270.1	64.851	202	67	2	2	199	23	224	2.86e-89	265
Al_scaffold_0001_1419	AT1G13750.1	94.290	613	35	0	1	613	1	613	0.0	1206
Al_scaffold_0001_1420	AT1G13755.1	81.481	81	15	0	1	81	1	81	2.95e-21	81.3
Al_scaffold_0001_1422	AT1G13755.1	77.686	121	25	2	1	121	1	119	8.34e-44	139
Al_scaffold_0001_1429	AT5G03480.1	52.448	143	64	1	12	154	110	248	2.61e-43	148
Al_scaffold_0001_1429	AT5G03480.1	45.752	153	68	2	12	164	21	158	3.09e-37	132
Al_scaffold_0001_1429	AT5G03480.1	42.254	71	33	1	11	81	209	271	5.35e-09	55.5
Al_scaffold_0001_1446	AT1G13990.1	91.697	277	22	1	1	276	1	277	9.60e-162	450
Al_scaffold_0001_1456	AT1G14100.1	86.648	352	38	3	1	343	4	355	0.0	620
Al_scaffold_0001_1457	AT1G14110.1	86.133	512	31	2	1	511	2	474	0.0	874
Al_scaffold_0001_1470	AT1G14230.1	91.054	503	44	1	1	503	1	502	0.0	939
Al_scaffold_0001_1485	AT1G14380.1	88.872	665	69	4	1	661	1	664	0.0	1165
Al_scaffold_0001_1490	AT1G09650.1	67.500	40	13	0	39	78	176	215	3.01e-13	64.7
Al_scaffold_0001_1499	AT1G63900.2	41.702	235	133	2	244	476	12	244	6.66e-44	158
Al_scaffold_0001_1514	AT1G14630.1	79.121	182	7	1	1	151	45	226	8.81e-101	288
Al_scaffold_0001_1515	AT1G14640.2	88.204	746	72	4	1	741	1	735	0.0	1186
Al_scaffold_0001_1517	AT1G14670.1	96.774	403	13	0	70	472	153	555	0.0	803
Al_scaffold_0001_1517	AT1G14670.1	60.606	132	39	6	1	131	1	120	2.10e-35	140
Al_scaffold_0001_1541	AT1G14870.1	89.474	152	16	0	1	152	1	152	3.99e-104	294
Al_scaffold_0001_1542	AT1G14880.1	43.617	94	19	1	3	62	49	142	6.18e-18	73.2
Al_scaffold_0001_155	AT1G02400.1	95.441	329	15	0	1	329	1	329	0.0	651
Al_scaffold_0001_1551	AT4G19640.2	98.485	132	2	0	1	132	1	132	1.80e-93	267
Al_scaffold_0001_1560	AT1G14315.1	40.426	94	48	4	11	101	41	129	2.07e-12	61.6
Al_scaffold_0001_1569	AT1G15120.1	98.529	68	1	0	2	69	2	69	7.42e-45	138
Al_scaffold_0001_1582	AT1G15240.2	92.080	947	70	2	1	942	1	947	0.0	1752
Al_scaffold_0001_1589	AT1G15310.1	87.696	447	37	5	1	434	28	469	0.0	785
Al_scaffold_0001_159	AT1G02430.1	87.895	190	23	0	1	190	1	190	1.95e-127	356
Al_scaffold_0001_1594	AT2G03630.1	37.374	99	55	3	81	175	93	188	1.32e-07	52.0
Al_scaffold_0001_1614	AT1G15540.2	92.188	320	25	0	1	320	4	323	0.0	599
Al_scaffold_0001_1622	AT1G15620.1	75.806	248	56	2	1	247	1	245	4.41e-132	373
Al_scaffold_0001_1634	AT1G15757.1	83.133	83	14	0	1	83	1	83	2.33e-46	143
Al_scaffold_0001_1661	AT1G15990.1	98.238	738	13	0	1	738	1	738	0.0	1504
Al_scaffold_0001_1667	AT1G16040.1	81.140	228	41	1	1	228	1	226	1.75e-127	359
Al_scaffold_0001_1673	AT1G16160.1	74.014	735	127	9	1	676	1	730	0.0	1021
Al_scaffold_0001_1675	AT1G16160.1	86.283	729	48	4	1	678	1	728	0.0	1198
Al_scaffold_0001_1707	AT1G60490.1	87.273	55	7	0	1	55	1	55	8.63e-28	103
Al_scaffold_0001_1711	AT1G16530.1	92.121	165	12	1	1	164	1	165	9.81e-114	320
Al_scaffold_0001_1715	AT1G16570.1	97.204	465	13	0	1	465	1	465	0.0	940
Al_scaffold_0001_1721	AT5G07950.1	77.914	163	19	1	32	194	83	228	6.79e-74	226
Al_scaffold_0001_1729	AT1G16710.1	92.556	1706	106	4	1	1685	1	1706	0.0	3214
Al_scaffold_0001_173	AT1G02610.1	92.308	221	16	1	1	220	1	221	4.16e-131	368
Al_scaffold_0001_1732	AT1G16740.1	99.206	126	1	0	1	126	1	126	1.49e-89	255
Al_scaffold_0001_1740	AT1G16830.1	90.391	614	50	2	131	741	1	608	0.0	1154
Al_scaffold_0001_1753	AT1G16960.1	96.491	114	4	0	1	114	1	114	5.64e-79	228
Al_scaffold_0001_1756	AT1G17010.1	65.738	359	29	5	1	266	1	358	7.94e-152	428
Al_scaffold_0001_1761	AT1G17050.1	98.013	302	6	0	1	302	116	417	0.0	607
Al_scaffold_0001_1778	AT1G17180.1	95.337	193	9	0	1	193	1	193	1.41e-136	381
Al_scaffold_0001_1780	AT5G28823.1	48.750	80	31	2	162	231	398	477	1.79e-06	48.9
Al_scaffold_0001_1819	AT1G17550.1	80.201	399	48	7	1	372	117	511	0.0	642
Al_scaffold_0001_1821	AT1G17560.1	85.787	197	13	4	1	183	1	196	3.90e-113	320
Al_scaffold_0001_1827	AT1G17615.1	91.935	372	29	1	9	380	10	380	0.0	711
Al_scaffold_0001_183	AT2G36110.1	25.434	173	113	5	10	177	22	183	3.72e-10	58.2
Al_scaffold_0001_1832	AT1G17665.1	91.463	328	22	4	1	323	1	327	0.0	546
Al_scaffold_0001_1854	AT1G17850.2	89.532	449	45	2	1	448	1	448	0.0	832
Al_scaffold_0001_1863	AT2G29420.1	91.061	179	16	0	1	179	1	179	1.52e-117	333
Al_scaffold_0001_1870	AT1G17990.1	79.070	258	25	1	1	229	1	258	2.62e-147	414
Al_scaffold_0001_1881	AT1G18150.3	96.277	591	8	4	1	579	1	589	0.0	1160
Al_scaffold_0001_1886	AT1G18200.1	96.070	229	9	0	1	229	1	229	6.14e-164	452
Al_scaffold_0001_1894	AT1G18280.1	94.505	182	7	2	1	181	1	180	2.28e-97	280
Al_scaffold_0001_1895	AT5G18140.1	86.667	60	8	0	43	102	274	333	1.00e-23	92.8
Al_scaffold_0001_1900	AT1G18335.1	93.388	242	16	0	1	242	28	269	1.30e-167	463
Al_scaffold_0001_1903	AT5G26830.1	56.906	181	59	2	199	362	526	704	9.80e-59	202
Al_scaffold_0001_1903	AT5G26830.1	71.552	116	33	0	72	187	308	423	3.01e-55	192
Al_scaffold_0001_1911	AT1G18420.1	92.857	574	36	4	1	572	1	571	0.0	1095
Al_scaffold_0001_1920	AT1G18510.1	93.952	248	15	0	1	248	1	248	0.0	496
Al_scaffold_0001_1930	AT1G18610.1	93.111	450	14	1	1	450	1	433	0.0	877
Al_scaffold_0001_1932	AT1G18630.1	94.737	114	6	0	1	114	1	114	3.84e-75	221
Al_scaffold_0001_1938	AT1G18680.1	94.086	186	4	1	1	179	1	186	6.66e-129	359
Al_scaffold_0001_1978	AT4G22280.1	58.621	290	67	5	1	241	127	412	3.61e-94	283
Al_scaffold_0001_1991	AT1G19200.2	76.577	222	50	2	1	220	7	228	1.55e-121	344
Al_scaffold_0001_1997	AT1G74960.1	72.643	541	89	6	1	482	1	541	0.0	743
Al_scaffold_0001_200	AT1G02850.2	79.383	519	33	3	1	471	1	493	0.0	798
Al_scaffold_0001_2011	AT1G19397.1	84.211	38	6	0	1	38	12	49	1.80e-18	72.0
Al_scaffold_0001_2016	AT1G14860.1	57.143	175	21	4	1	121	1	175	3.24e-55	170
Al_scaffold_0001_2017	AT1G14850.1	77.158	556	61	8	32	521	55	610	0.0	724
Al_scaffold_0001_2017	AT1G14850.1	85.153	229	23	1	576	804	1247	1464	1.47e-117	388
Al_scaffold_0001_2020	AT1G14820.3	87.805	205	23	2	1	204	32	235	2.55e-131	370
Al_scaffold_0001_2029	AT1G19485.1	87.721	847	65	6	420	1262	4	815	0.0	1488
Al_scaffold_0001_203	AT4G02450.2	70.968	124	36	0	6	129	1	124	4.35e-61	191
Al_scaffold_0001_2039	AT1G19620.1	66.221	299	61	7	1	259	1	299	1.49e-125	361
Al_scaffold_0001_2046	AT1G19690.1	89.802	353	35	1	1	353	1	352	0.0	644
Al_scaffold_0001_2085	AT1G20730.1	42.609	115	63	2	5	117	16	129	3.02e-21	85.5
Al_scaffold_0001_2086	AT1G20735.1	69.565	92	24	1	1	88	180	271	1.28e-37	129
Al_scaffold_0001_21	AT1G01710.1	95.349	43	2	0	18	60	237	279	1.15e-22	89.0
Al_scaffold_0001_2100	AT1G20150.1	93.565	777	47	2	1	775	1	776	0.0	1485
Al_scaffold_0001_2116	AT1G20730.1	39.262	298	126	10	1	285	1	256	3.78e-47	158
Al_scaffold_0001_2117	AT1G20680.2	32.990	291	148	12	1	273	1	262	1.08e-32	121
Al_scaffold_0001_2118	AT1G20750.1	86.164	159	19	3	2	157	34	192	9.65e-80	270
Al_scaffold_0001_2118	AT1G20750.1	65.500	200	33	7	211	379	558	752	1.58e-66	233
Al_scaffold_0001_2118	AT1G20750.1	58.955	134	31	3	373	482	809	942	3.06e-29	123
Al_scaffold_0001_2118	AT1G20750.1	93.333	30	2	0	483	512	1048	1077	5.06e-10	62.8
Al_scaffold_0001_2119	AT1G20735.1	76.322	397	89	3	1	393	1	396	0.0	587
Al_scaffold_0001_2120	AT1G20730.1	77.293	229	51	1	12	239	28	256	3.65e-121	345
Al_scaffold_0001_2124	AT1G20680.2	45.833	288	106	9	1	263	1	263	4.10e-70	217
Al_scaffold_0001_2128	AT1G20940.1	54.197	417	134	9	2	378	15	414	2.38e-127	372
Al_scaffold_0001_2129	AT1G20680.2	54.251	247	100	6	34	274	24	263	4.52e-81	245
Al_scaffold_0001_2140	AT1G20520.1	95.500	200	8	1	23	221	32	231	8.96e-131	368
Al_scaffold_0001_215	AT1G02990.3	92.852	1287	83	2	1	1287	1	1278	0.0	2387
Al_scaffold_0001_2152	AT4G08867.1	51.389	72	35	0	3	74	26	97	6.39e-18	72.8
Al_scaffold_0001_2158	AT1G20680.1	80.083	241	48	0	10	250	31	271	8.29e-149	416
Al_scaffold_0001_2159	AT1G20687.1	67.123	73	22	1	75	145	1	73	2.73e-28	101
Al_scaffold_0001_2160	AT1G20687.1	48.276	58	30	0	123	180	19	76	5.14e-13	62.0
Al_scaffold_0001_2167	AT1G20680.2	59.274	248	86	2	18	262	28	263	1.50e-101	296
Al_scaffold_0001_2172	AT1G20795.1	70.843	415	102	6	4	403	6	416	0.0	555
Al_scaffold_0001_2183	AT1G20890.1	91.878	197	16	0	1	197	1	197	3.37e-119	336
Al_scaffold_0001_2189	AT1G20940.1	76.781	379	53	3	1	344	36	414	0.0	571
Al_scaffold_0001_2192	AT1G47389.1	58.667	150	59	3	24	170	7	156	1.53e-51	166
Al_scaffold_0001_2197	AT1G20990.1	93.789	322	17	1	1	322	1	319	0.0	540
Al_scaffold_0001_2206	AT1G21450.1	79.661	590	56	6	1	528	1	588	0.0	924
Al_scaffold_0001_2216	AT1G21230.1	74.690	565	92	4	7	522	6	568	0.0	861
Al_scaffold_0001_2216	AT1G21230.1	50.000	62	29	1	512	573	674	733	1.15e-08	58.5
Al_scaffold_0001_2227	AT1G21360.1	92.825	223	15	1	1	222	1	223	2.56e-154	427
Al_scaffold_0001_2266	AT1G21720.1	99.510	204	1	0	1	204	1	204	1.56e-152	421
Al_scaffold_0001_2269	AT3G53810.1	86.275	204	28	0	63	266	166	369	3.37e-120	358
Al_scaffold_0001_2273	AT1G21770.1	90.991	111	10	0	1	111	1	111	7.13e-73	212
Al_scaffold_0001_2291	AT1G21980.1	60.000	220	17	6	31	185	16	229	1.35e-63	209
Al_scaffold_0001_2296	AT1G21930.1	96.939	98	2	1	1	97	1	98	1.96e-65	192
Al_scaffold_0001_2297	AT1G21940.1	87.912	182	22	0	1	182	1	182	1.52e-109	310
Al_scaffold_0001_230	AT1G03120.1	78.689	183	23	2	1	168	1	182	8.82e-93	267
Al_scaffold_0001_2300	AT4G03740.1	70.886	79	13	1	2	80	167	235	4.67e-30	108
Al_scaffold_0001_2309	AT1G22030.1	97.041	338	1	3	1	334	1	333	0.0	656
Al_scaffold_0001_2316	AT1G22090.1	84.570	337	44	3	1	337	1	329	0.0	573
Al_scaffold_0001_2320	AT1G22130.1	95.522	335	15	0	1	335	1	335	0.0	642
Al_scaffold_0001_2321	AT1G22140.1	94.444	72	4	0	1	72	1	72	2.46e-47	144
Al_scaffold_0001_2367	AT1G22570.1	92.443	569	37	2	1	569	1	563	0.0	1009
Al_scaffold_0001_2376	AT1G22670.1	86.683	413	45	3	17	426	17	422	0.0	721
Al_scaffold_0001_2383	AT1G22740.1	94.146	205	10	1	1	205	1	203	2.73e-144	400
Al_scaffold_0001_239	AT4G02840.1	98.000	100	1	1	1	100	1	99	3.37e-64	191
Al_scaffold_0001_2400	AT1G22900.1	70.213	188	13	2	1	146	7	193	1.38e-81	239
Al_scaffold_0001_2408	AT1G22980.1	83.838	297	48	0	2	298	60	356	0.0	512
Al_scaffold_0001_2408	AT1G22980.1	67.500	40	13	0	268	307	5	44	6.04e-10	60.1
Al_scaffold_0001_2426	AT4G01560.1	32.618	233	140	6	26	256	104	321	6.79e-27	107
Al_scaffold_0001_2427	AT3G10690.1	94.118	51	2	1	1	51	272	321	1.30e-28	105
Al_scaffold_0001_2428	AT1G24190.3	77.540	561	48	9	1	513	1	531	0.0	835
Al_scaffold_0001_2429	AT1G23130.1	77.049	61	14	0	36	96	100	160	6.52e-27	97.1
Al_scaffold_0001_2437	AT1G23200.1	90.975	554	48	1	1	552	1	554	0.0	1039
Al_scaffold_0001_2440	AT5G62290.2	81.034	58	10	1	7	64	152	208	1.09e-27	99.4
Al_scaffold_0001_2454	AT1G23300.1	71.671	413	102	6	19	426	112	514	0.0	528
Al_scaffold_0001_2454	AT1G23300.1	63.000	100	23	2	1	86	1	100	7.56e-27	113
Al_scaffold_0001_2467	AT1G23440.1	97.235	217	6	0	1	217	1	217	2.74e-158	436
Al_scaffold_0001_2476	AT1G23550.1	89.474	323	28	2	1	317	1	323	0.0	569
Al_scaffold_0001_2486	AT4G13390.1	76.526	213	49	1	7	218	74	286	8.31e-12	64.7
Al_scaffold_0001_2486	AT4G13390.1	68.750	80	24	1	110	188	73	152	1.02e-11	64.3
Al_scaffold_0001_2486	AT4G13390.1	59.690	129	34	2	84	194	73	201	5.01e-08	53.5
Al_scaffold_0001_2487	AT1G23730.2	96.899	258	8	0	1	258	1	258	0.0	522
Al_scaffold_0001_2489	AT1G23750.1	98.540	137	2	0	1	137	1	137	1.94e-98	278
Al_scaffold_0001_2509	AT2G21060.1	62.500	56	20	1	43	97	32	87	1.60e-15	70.5
Al_scaffold_0001_2511	AT1G23965.1	85.185	81	9	1	1	81	40	117	1.26e-42	134
Al_scaffold_0001_2517	AT1G24050.1	96.825	189	5	1	1	189	1	188	3.41e-133	370
Al_scaffold_0001_253	AT4G02930.1	91.850	454	32	3	1	449	1	454	0.0	806
Al_scaffold_0001_2538	AT1G24200.1	63.473	167	53	4	1	165	1	161	1.10e-67	205
Al_scaffold_0001_2540	AT1G24190.1	42.029	69	39	1	30	98	94	161	2.46e-09	53.5
Al_scaffold_0001_2542	AT1G27250.1	62.821	78	29	0	8	85	11	88	1.20e-31	107
Al_scaffold_0001_2543	AT1G24220.2	53.670	613	144	12	217	716	1	586	5.12e-171	512
Al_scaffold_0001_2543	AT1G24220.2	31.795	390	178	9	138	468	375	735	3.39e-34	140
Al_scaffold_0001_2543	AT1G24220.2	33.248	391	171	10	298	601	353	740	3.35e-31	131
Al_scaffold_0001_2543	AT1G24220.2	28.884	502	258	15	1	470	1	435	2.94e-29	125
Al_scaffold_0001_2543	AT1G24220.2	56.604	106	17	5	696	801	654	730	3.07e-22	102
Al_scaffold_0001_2543	AT1G24220.2	34.146	328	141	9	395	717	1	258	1.20e-20	97.8
Al_scaffold_0001_2543	AT1G24220.2	42.424	99	48	2	636	734	11	100	3.13e-11	67.8
Al_scaffold_0001_2545	AT1G27250.1	54.737	95	18	2	1	71	1	94	4.88e-24	88.2
Al_scaffold_0001_2549	AT3G58250.1	77.778	54	12	0	23	76	264	317	4.08e-20	82.0
Al_scaffold_0001_2550	AT1G27250.1	91.000	100	9	0	1	100	1	100	6.55e-64	190
Al_scaffold_0001_2551	AT3G55430.1	97.345	113	3	0	1	113	38	150	4.22e-72	221
Al_scaffold_0001_2553	AT1G27220.1	85.227	88	13	0	1	88	1	88	1.03e-53	165
Al_scaffold_0001_2559	AT1G27180.5	82.766	1352	209	6	138	1488	62	1390	0.0	2187
Al_scaffold_0001_2559	AT1G27180.5	51.538	130	61	2	13	140	8	137	1.18e-26	119
Al_scaffold_0001_2562	AT1G27170.1	78.909	1375	269	6	1	1366	1	1363	0.0	2117
Al_scaffold_0001_2570	AT1G27080.1	87.435	573	33	1	1	534	1	573	0.0	984
Al_scaffold_0001_2573	AT1G27050.1	88.293	205	24	0	253	457	1	205	1.78e-122	355
Al_scaffold_0001_2574	AT1G27040.1	92.014	576	35	1	1	576	1	565	0.0	1058
Al_scaffold_0001_2581	AT4G30990.3	66.580	2681	739	28	21	2618	18	2624	0.0	3368
Al_scaffold_0001_2590	AT1G69750.1	86.364	88	12	0	4	91	4	91	2.58e-53	161
Al_scaffold_0001_2593	AT1G22000.1	70.857	175	49	2	1	174	283	456	2.45e-72	225
Al_scaffold_0001_2607	AT1G26820.1	49.091	110	23	3	10	86	16	125	9.88e-26	95.1
Al_scaffold_0001_2609	AT1G24020.1	93.478	92	6	0	1	92	64	155	3.77e-58	176
Al_scaffold_0001_2624	AT1G26760.1	93.578	545	35	0	432	976	1	545	0.0	978
Al_scaffold_0001_2632	AT1G26690.1	95.794	214	9	0	1	214	1	214	3.62e-156	431
Al_scaffold_0001_2641	AT1G26620.1	89.516	868	83	4	1	861	1	867	0.0	1545
Al_scaffold_0001_2651	AT2G46230.1	93.367	196	13	0	1	196	1	196	1.47e-138	385
Al_scaffold_0001_2660	AT4G30990.3	63.152	2703	748	30	1	2536	1	2622	0.0	3145
Al_scaffold_0001_2665	AT1G26400.1	79.167	528	36	3	1	455	1	527	0.0	801
Al_scaffold_0001_2669	AT1G26360.1	97.297	444	11	1	1	443	1	444	0.0	892
Al_scaffold_0001_2671	AT1G26330.1	91.221	1196	96	2	1	1194	1	1189	0.0	2207
Al_scaffold_0001_2701	AT1G25682.1	96.805	313	7	1	1	313	1	310	0.0	622
Al_scaffold_0001_2706	AT1G25550.1	85.373	335	28	6	1	323	1	326	0.0	545
Al_scaffold_0001_2714	AT1G25480.1	97.806	547	12	0	1	547	1	547	0.0	1110
Al_scaffold_0001_2723	AT3G20370.1	77.690	381	81	3	4	384	3	379	0.0	604
Al_scaffold_0001_2743	AT1G25250.3	95.065	385	19	0	1	385	1	385	0.0	726
Al_scaffold_0001_2747	AT1G25211.1	74.341	417	96	6	1	414	25	433	0.0	612
Al_scaffold_0001_275	AT1G03590.1	96.957	460	14	0	1	460	1	460	0.0	925
Al_scaffold_0001_2758	AT3G43837.1	39.175	97	44	1	282	378	192	273	5.74e-09	57.0
Al_scaffold_0001_2760	AT3G57070.1	100.000	64	0	0	1	64	351	414	1.85e-41	139
Al_scaffold_0001_278	AT1G03620.8	98.113	265	5	0	1	265	1	265	0.0	546
Al_scaffold_0001_2798	AT1G24265.2	84.726	347	53	0	1	347	1	347	0.0	553
Al_scaffold_0001_2825	AT1G27510.1	90.031	652	59	4	1	647	1	651	0.0	1141
Al_scaffold_0001_2829	AT1G27500.1	86.503	163	16	2	9	166	1	162	1.95e-90	276
Al_scaffold_0001_283	AT1G03687.1	86.486	407	29	1	1	407	1	381	0.0	719
Al_scaffold_0001_2837	AT4G30990.3	63.332	2689	748	28	1	2518	1	2622	0.0	3159
Al_scaffold_0001_2840	AT2G46230.1	66.234	231	20	3	1	211	1	193	6.24e-100	290
Al_scaffold_0001_2841	AT3G10770.2	85.714	70	10	0	1	70	1	70	2.88e-38	129
Al_scaffold_0001_285	AT1G03710.1	47.594	187	90	4	7	190	17	198	1.48e-50	162
Al_scaffold_0001_2852	AT5G04820.1	86.364	44	4	1	3	44	24	67	2.40e-20	81.6
Al_scaffold_0001_2861	AT1G27750.1	90.920	859	59	6	1	841	1	858	0.0	1568
Al_scaffold_0001_288	AT1G03710.1	44.865	185	97	3	41	222	16	198	2.41e-46	154
Al_scaffold_0001_2882	AT1G28020.1	89.506	486	43	1	1	478	1	486	0.0	885
Al_scaffold_0001_2882	AT1G28020.1	37.793	299	106	6	376	599	49	342	9.44e-49	178
